state,city,zip,living_space,construct_year,heating_type,has_parking,has_balcony,rent
Niedersachsen,Braunschweig,38100,142.42,1998,Oil,true,false,2516.01
Niedersachsen,Hannover,30159,34.87,2007,Natural,true,false,821.1
Baden-Wuerttemberg,Freiburg im Breisgau,79098,101.17,1994,Natural,true,false,2216.29
Baden-Wuerttemberg,Karlsruhe,76131,40.93,1930,Natural,false,false,909.56
Bayern,Muenchen,80331,75.9,1940,Oil,true,false,2008.86
Niedersachsen,Braunschweig,38100,145.83,1990,Natural,false,false,2059.31
Hessen,Darmstadt,64283,89.09,1980,Oil,false,false,1897.36
Baden-Wuerttemberg,Ulm,89073,185.99,1933,District,true,false,3448.98
Bayern,Erlangen,91052,58.4,1944,Natural,false,false,1296.33
Baden-Wuerttemberg,Reutlingen,72760,223.26,1942,None,false,false,322.02
Nordrhein-Westfalen,Bochum,44787,196.9,1987,Natural,false,false,1530.1
Bayern,Regensburg,93047,212.13,1946,District,false,false,3216.54
Niedersachsen,Osnabrueck,49074,206.51,1975,Natural,true,true,2065.14
Nordrhein-Westfalen,Moenchengladbach,41061,37.11,1975,Natural,false,false,659.26
Hessen,Hanau,63450,51.85,1967,District,false,false,1225.8
Hessen,Wiesbaden,55246,244.5,2007,Oil,true,false,3245.46
Bayern,Straubing,94315,95.8,1977,District,false,false,1749.17
Niedersachsen,Wolfsburg,38440,156.18,1956,Oil,false,false,2441.11
Nordrhein-Westfalen,Gelsenkirchen,45879,155.13,1938,Oil,true,false,2097.18
Niedersachsen,Braunschweig,38100,105.46,1960,Oil,true,false,1915.58
Niedersachsen,Hannover,30159,141.26,1966,Natural,false,false,1929.88
Baden-Wuerttemberg,Heilbronn,74072,144.37,1925,District,true,false,2904.1
Niedersachsen,Oldenburg,26121,52.94,1953,District,false,false,1111.02
Baden-Wuerttemberg,Freiburg im Breisgau,79098,107.95,2006,District,true,false,2635.72
Niedersachsen,Braunschweig,38100,33.72,1985,Oil,false,false,809.49
Baden-Wuerttemberg,Esslingen am Neckar,73728,73.47,1939,Oil,false,true,1664.44
Bayern,Memmingen,87700,154.8,1925,Oil,false,false,2314.39
Bayern,Ingolstadt,85049,106.38,1926,Oil,false,true,2321.39
Hessen,Kassel,34117,173.35,1942,Natural,false,false,2072.58
Baden-Wuerttemberg,Heidelberg,69115,199.75,1959,District,false,false,3017.28
Nordrhein-Westfalen,Gelsenkirchen,45879,137.57,1998,Natural,true,false,1739.71
Niedersachsen,Oldenburg,26121,194.26,1960,Oil,true,false,2310.02
Hessen,Frankfurt am Main,60306,137.37,1994,Oil,false,false,3024.84
Nordrhein-Westfalen,Bielefeld,33602,145.64,1939,Natural,true,false,1981.74
Nordrhein-Westfalen,Essen,45127,235.73,1996,Natural,false,false,1537.91
Hessen,Fulda,36037,217.67,1937,Natural,false,false,2079.68
Nordrhein-Westfalen,Bonn,53111,229.67,1995,Natural,false,false,2002.56
Baden-Wuerttemberg,Karlsruhe,76131,77.93,1973,District,false,false,1675.42
Nordrhein-Westfalen,Duisburg,47051,135.92,1936,Oil,false,false,1944.78
Niedersachsen,Braunschweig,38100,132.39,1924,Oil,false,false,2394.13
Nordrhein-Westfalen,Koeln,50667,172.13,1960,Natural,false,false,1995.42
Nordrhein-Westfalen,Muenster,48143,227.43,1948,Natural,false,false,2086.2
Nordrhein-Westfalen,Bonn,53111,104.27,1926,Oil,false,true,2068.56
Bayern,Schweinfurt,97421,46.79,1989,Oil,false,true,953.33
Bayern,Aschaffenburg,63739,146.12,1984,District,false,false,2460.11
Baden-Wuerttemberg,Mannheim,68159,98.3,1973,Natural,false,false,1706.6
Hessen,Offenbach am Main,63065,28.83,1944,District,false,false,841.53
Hessen,Kassel,34117,241.9,1998,Oil,true,true,2405.23
Nordrhein-Westfalen,Bielefeld,33602,180.24,2009,Natural,true,false,2111.59
Bayern,Freising,85354,213.64,1990,Natural,false,false,2470.75
Niedersachsen,Goettingen,37073,48.97,1982,Natural,false,true,1005.93
Niedersachsen,Braunschweig,38100,143.35,1969,Natural,false,false,2051.27
Niedersachsen,Hannover,30159,163.26,1953,Natural,false,false,2070.02
Nordrhein-Westfalen,Dortmund,44135,195.53,1953,Oil,false,false,1865.43
Baden-Wuerttemberg,Stuttgart,70173,227.27,1987,District,false,false,3809.9
Bayern,Bamberg,96047,64.51,1970,District,false,true,1516.01
Nordrhein-Westfalen,Wuppertal,42103,29.9,1993,Natural,false,true,579.77
Bayern,Memmingen,87700,30.72,1948,None,false,false,444.19
Niedersachsen,Braunschweig,38100,81.94,1926,Oil,true,false,1825.23
Baden-Wuerttemberg,Pforzheim,75172,113.75,1921,Oil,false,false,2017.44
Baden-Wuerttemberg,Reutlingen,72760,129.17,1978,Oil,false,false,1990.23
Hessen,Offenbach am Main,63065,127.57,1950,Natural,false,false,2172.85
Hessen,Frankfurt am Main,60306,142.03,1992,Oil,true,false,3239.85
Hessen,Hanau,63450,243.4,1961,District,false,true,2596.27
Niedersachsen,Oldenburg,26121,136.91,1991,Oil,false,false,2230.47
Nordrhein-Westfalen,Essen,45127,152.11,1953,Natural,true,false,1499.06
Niedersachsen,Hildesheim,31134,33.51,1956,District,false,false,704.37
Hessen,Darmstadt,64283,136.08,2003,Oil,true,false,2640.32
Nordrhein-Westfalen,Gelsenkirchen,45879,81.32,1949,Natural,false,false,1102.37
Bayern,Kempten,87435,39.25,1938,None,false,false,564.25
Hessen,Giessen,35390,167.07,1981,Natural,false,false,2164.13
Niedersachsen,Goettingen,37073,206.22,1944,District,true,false,3060.67
Baden-Wuerttemberg,Heilbronn,74072,22.64,1997,Natural,true,false,615.27
Nordrhein-Westfalen,Duisburg,47051,199.7,1992,Oil,false,false,1871.84
Hessen,Marburg,35037,87.64,1972,None,true,false,1105.44
Bayern,Memmingen,87700,149.51,1942,Natural,false,false,2012.23
Hessen,Kassel,34117,129.52,1952,Oil,true,false,1928.4
Baden-Wuerttemberg,Pforzheim,75172,117.05,2003,District,true,false,2194.02
Baden-Wuerttemberg,Stuttgart,70173,23.4,1953,Oil,true,false,698.28
Hessen,Wiesbaden,55246,56.99,1988,Oil,false,false,1347.83
Baden-Wuerttemberg,Pforzheim,75172,193.5,1956,District,false,false,2256.44
Baden-Wuerttemberg,Heilbronn,74072,62.8,1920,District,false,false,1568.59
Hessen,Darmstadt,64283,229.42,1942,Natural,false,true,2679.06
Niedersachsen,Braunschweig,38100,223.87,1965,District,false,false,2456.37
Bayern,Kempten,87435,96.37,1982,None,false,false,919.34
Hessen,Wiesbaden,55246,148.65,1989,Oil,true,false,2731.91
Baden-Wuerttemberg,Mannheim,68159,202.09,1952,District,true,false,2673.37
Bayern,Straubing,94315,69.64,1963,District,false,false,1278.45
Hessen,Frankfurt am Main,60306,36.99,1942,Natural,false,false,993.68
Baden-Wuerttemberg,Pforzheim,75172,28.86,1941,Natural,false,false,572.69
Bayern,Fuerth,90762,165.53,1973,None,true,false,1173.97
Hessen,Darmstadt,64283,160.14,1976,Natural,false,false,2355.11
Niedersachsen,Oldenburg,26121,182.51,1964,Oil,false,false,2247.69
Hessen,Darmstadt,64283,67.58,2005,Oil,false,false,1543.91
Niedersachsen,Hannover,30159,89.66,1925,Oil,false,false,1906.74
Hessen,Giessen,35390,240.54,2010,Natural,true,true,2350.52
Bayern,Aschaffenburg,63739,155.54,1935,Natural,false,false,2155.18
Hessen,Darmstadt,64283,167.48,1942,District,false,false,3101.6
Nordrhein-Westfalen,Duisburg,47051,227.4,1923,District,false,false,2171.93
Nordrhein-Westfalen,Muenster,48143,35.65,1946,Oil,false,false,848.8
Nordrhein-Westfalen,Koeln,50667,201.09,1959,None,true,true,735.16
Baden-Wuerttemberg,Stuttgart,70173,131.81,1971,District,false,false,3018.4
Baden-Wuerttemberg,Ludwigsburg,71634,78.25,1981,District,false,true,1737.13
Hessen,Kassel,34117,101.45,1996,District,true,false,2053.64
Hessen,Darmstadt,64283,99.43,1955,District,false,false,2111.76
Hessen,Kassel,34117,217.78,1968,Natural,false,false,1548.57
Nordrhein-Westfalen,Duisburg,47051,155.78,1939,District,true,false,2229.24
Bayern,Dachau,85221,79.25,1950,District,true,true,1893.03
Hessen,Hanau,63450,174.29,1968,Oil,true,false,2495.48
Niedersachsen,Oldenburg,26121,148.73,1935,Oil,false,false,2427.53
Niedersachsen,Goettingen,37073,150.17,1922,Oil,false,false,2523.29
Nordrhein-Westfalen,Essen,45127,227.82,1938,Oil,true,false,2156.68
Bayern,Straubing,94315,55.94,1922,District,false,false,1189.3
Hessen,Giessen,35390,175.1,1973,None,true,true,1078.33
Niedersachsen,Goettingen,37073,140.34,2009,District,true,false,2679.67
Niedersachsen,Osnabrueck,49074,232.04,1952,Oil,false,false,2057.25
Bayern,Wuerzburg,97070,59.79,1950,District,false,true,1431.12
Niedersachsen,Wolfsburg,38440,36.53,1925,Oil,false,false,896.39
Bayern,Neu-Ulm,89231,24.87,1979,Natural,true,false,672.92
Niedersachsen,Osnabrueck,49074,249.13,1948,Oil,false,false,2416.66
Baden-Wuerttemberg,Stuttgart,70173,168.52,1958,District,true,false,3370.65
Nordrhein-Westfalen,Duisburg,47051,83.03,1980,Natural,false,false,1219.89
Baden-Wuerttemberg,Ulm,89073,216.3,1937,Oil,false,false,3342.43
Bayern,Muenchen,80331,147.66,1939,Oil,false,false,3169.09
Hessen,Hanau,63450,218.2,1938,District,false,false,3072.75
Bayern,Erlangen,91052,39.85,1999,District,true,false,1182.52
Nordrhein-Westfalen,Wuppertal,42103,197.93,1999,District,true,false,2421.15
Bayern,Kempten,87435,206.61,1944,District,false,false,2851.09
Baden-Wuerttemberg,Pforzheim,75172,67.2,2007,District,false,false,1434.85
Bayern,Ingolstadt,85049,93.26,1985,Natural,false,false,1809.75
Baden-Wuerttemberg,Tuebingen,72070,201.51,1922,District,true,false,2972.32
Hessen,Wiesbaden,55246,58.38,1932,Oil,false,false,1435.41
Niedersachsen,Goettingen,37073,119.26,1991,Oil,true,false,2241.52
Nordrhein-Westfalen,Muenster,48143,224.61,1944,Natural,true,true,2272.0
Nordrhein-Westfalen,Gelsenkirchen,45879,22.48,1963,District,true,false,490.94
Bayern,Hof,95028,121.9,1966,Natural,true,false,1326.36
Baden-Wuerttemberg,Freiburg im Breisgau,79098,88.24,2003,Natural,false,false,1982.77
Nordrhein-Westfalen,Moenchengladbach,41061,130.05,1974,Oil,false,false,1807.9
Niedersachsen,Wolfsburg,38440,50.89,1922,District,true,false,1387.0
Hessen,Giessen,35390,152.92,2005,Natural,false,false,2282.62
Niedersachsen,Hildesheim,31134,136.4,1987,Oil,true,false,2039.23
Baden-Wuerttemberg,Ludwigsburg,71634,217.94,1987,District,false,false,2822.34
Baden-Wuerttemberg,Stuttgart,70173,125.07,1980,Natural,false,false,2554.3
Baden-Wuerttemberg,Ludwigsburg,71634,119.34,2008,Oil,false,false,2293.06
Nordrhein-Westfalen,Duesseldorf,40210,30.32,1993,Oil,false,false,776.78
Bayern,Bayreuth,95444,171.3,1960,Oil,true,true,2351.53
Nordrhein-Westfalen,Wuppertal,42103,109.8,2010,District,true,false,1946.9
Baden-Wuerttemberg,Stuttgart,70173,243.96,1979,District,false,false,3796.35
Bayern,Kempten,87435,150.3,1960,None,true,false,930.9
Nordrhein-Westfalen,Bochum,44787,76.76,2002,District,true,false,1563.36
Bayern,Freising,85354,72.45,1984,Natural,false,false,1467.97
Baden-Wuerttemberg,Mannheim,68159,57.71,1940,Oil,false,true,1414.38
Baden-Wuerttemberg,Freiburg im Breisgau,79098,210.31,1940,Natural,true,true,3225.48
Baden-Wuerttemberg,Tuebingen,72070,77.77,1985,Oil,true,true,1669.17
Nordrhein-Westfalen,Duesseldorf,40210,99.07,1937,Oil,false,false,1996.8
Niedersachsen,Hannover,30159,228.33,1950,Oil,false,false,2359.2
Nordrhein-Westfalen,Gelsenkirchen,45879,146.49,1997,Natural,true,false,1712.21
Niedersachsen,Osnabrueck,49074,154.46,1941,District,false,false,2556.9
Hessen,Offenbach am Main,63065,232.74,1997,District,true,false,3611.55
Nordrhein-Westfalen,Bielefeld,33602,59.42,1974,None,false,false,674.59
Niedersachsen,Oldenburg,26121,68.63,1940,Oil,false,false,1522.11
Niedersachsen,Goettingen,37073,109.15,1944,Oil,true,false,2237.97
Niedersachsen,Braunschweig,38100,82.2,1981,Oil,false,false,1654.43
Nordrhein-Westfalen,Moenchengladbach,41061,125.37,2003,Natural,false,false,1671.31
Baden-Wuerttemberg,Ludwigsburg,71634,96.9,1956,Oil,true,false,1844.4
Baden-Wuerttemberg,Heilbronn,74072,22.38,1978,Natural,false,false,526.59
Niedersachsen,Oldenburg,26121,130.25,1947,Natural,false,false,1989.3
Baden-Wuerttemberg,Mannheim,68159,55.01,1979,Oil,true,false,1302.17
Hessen,Ruesselsheim am Main,65428,230.16,1979,None,true,true,542.23
Hessen,Giessen,35390,48.94,1963,Natural,false,false,912.45
Nordrhein-Westfalen,Dortmund,44135,160.47,1999,Oil,false,true,2309.83
Bayern,Aschaffenburg,63739,178.64,1938,None,false,false,1021.1
Nordrhein-Westfalen,Dortmund,44135,131.12,1926,Oil,false,false,2096.1
Nordrhein-Westfalen,Duesseldorf,40210,163.18,1943,District,true,false,2828.08
Hessen,Wiesbaden,55246,164.13,1982,District,false,false,2886.22
Nordrhein-Westfalen,Bielefeld,33602,179.47,1996,Oil,false,false,2364.45
Baden-Wuerttemberg,Ludwigsburg,71634,95.21,2002,Natural,false,false,1772.35
Hessen,Giessen,35390,160.62,1988,District,true,false,2676.1
Baden-Wuerttemberg,Heilbronn,74072,233.4,1930,Natural,false,false,2549.21
Niedersachsen,Hannover,30159,206.2,1963,District,false,false,2652.87
Nordrhein-Westfalen,Bonn,53111,120.14,1962,Oil,false,true,2034.06
Hessen,Fulda,36037,104.21,1951,Oil,false,false,1750.99
Nordrhein-Westfalen,Dortmund,44135,151.75,1951,Natural,true,false,1683.3
Niedersachsen,Hannover,30159,137.84,1981,Oil,true,false,2485.57
Bayern,Nuernberg,90402,67.09,1985,None,true,false,891.81
Baden-Wuerttemberg,Freiburg im Breisgau,79098,44.49,1924,Oil,false,false,1168.49
Hessen,Frankfurt am Main,60306,220.22,2004,Oil,true,false,4082.67
Hessen,Frankfurt am Main,60306,113.48,1949,District,false,true,2759.36
Niedersachsen,Oldenburg,26121,83.61,1995,District,false,false,1772.03
Nordrhein-Westfalen,Bonn,53111,218.91,1930,Natural,true,false,2359.62
Niedersachsen,Osnabrueck,49074,54.93,1985,Oil,false,false,1147.84
Nordrhein-Westfalen,Bonn,53111,135.57,1927,District,true,false,2651.87
Nordrhein-Westfalen,Aachen,52062,218.65,1955,District,false,false,2440.78
Nordrhein-Westfalen,Moenchengladbach,41061,90.53,2005,Oil,true,false,1657.07
Niedersachsen,Hildesheim,31134,217.64,1971,District,false,false,2238.25
Niedersachsen,Hildesheim,31134,75.5,1921,District,false,false,1549.23
Nordrhein-Westfalen,Wuppertal,42103,225.66,1949,Oil,false,true,1639.28
Bayern,Ingolstadt,85049,171.62,1959,District,true,false,2864.13
Baden-Wuerttemberg,Ulm,89073,244.0,2002,District,true,false,3713.0
Bayern,Bamberg,96047,231.29,1925,District,false,false,2926.15
Baden-Wuerttemberg,Mannheim,68159,127.3,1996,Natural,true,false,2199.32
Baden-Wuerttemberg,Reutlingen,72760,208.0,1920,District,true,false,2608.59
Baden-Wuerttemberg,Ulm,89073,246.37,1944,Natural,false,false,2836.32
Nordrhein-Westfalen,Bochum,44787,89.48,1939,Oil,false,false,1555.49
Hessen,Marburg,35037,180.19,1981,Natural,true,false,2329.28
Hessen,Offenbach am Main,63065,28.2,2000,Natural,false,false,707.01
Niedersachsen,Osnabrueck,49074,246.46,1967,Natural,false,false,1437.94
Niedersachsen,Hannover,30159,135.6,1961,Oil,false,false,2218.4
Niedersachsen,Oldenburg,26121,237.75,1935,Oil,true,false,2618.19
Bayern,Passau,94032,180.85,1955,Natural,true,false,1942.8
Nordrhein-Westfalen,Bonn,53111,70.43,1989,District,false,false,1561.74
Niedersachsen,Hannover,30159,169.97,1938,Natural,false,false,2409.46
Nordrhein-Westfalen,Moenchengladbach,41061,183.36,1964,Oil,false,false,1766.31
Nordrhein-Westfalen,Duesseldorf,40210,200.17,1947,Oil,false,false,2771.54
Baden-Wuerttemberg,Ulm,89073,82.21,1961,Natural,false,false,1639.79
Baden-Wuerttemberg,Tuebingen,72070,56.29,1949,Natural,false,false,1025.35
Bayern,Memmingen,87700,144.7,1968,Oil,false,false,2049.21
Bayern,Ingolstadt,85049,172.22,1985,Natural,true,false,2548.41
Nordrhein-Westfalen,Aachen,52062,204.9,1982,District,true,false,2679.71
Nordrhein-Westfalen,Bielefeld,33602,183.06,1958,Oil,false,false,2033.92
Nordrhein-Westfalen,Essen,45127,142.0,1942,Oil,true,false,2108.96
Bayern,Schweinfurt,97421,172.93,1956,Oil,true,false,1894.33
Hessen,Hanau,63450,221.29,1949,District,true,false,2647.3
Niedersachsen,Braunschweig,38100,83.6,1921,District,true,false,1932.36
Nordrhein-Westfalen,Duesseldorf,40210,150.38,1976,District,false,false,2485.36
Bayern,Erlangen,91052,147.98,1934,Oil,true,false,2843.84
Nordrhein-Westfalen,Aachen,52062,149.57,1924,District,false,false,2615.87
Niedersachsen,Osnabrueck,49074,116.46,1952,District,false,false,1991.96
Baden-Wuerttemberg,Ulm,89073,26.8,1989,District,true,false,880.82
Hessen,Marburg,35037,230.36,1956,Natural,true,false,2003.72
Nordrhein-Westfalen,Bochum,44787,46.57,1953,Oil,true,true,1011.22
Niedersachsen,Goettingen,37073,88.09,1978,Natural,true,false,1627.9
Nordrhein-Westfalen,Aachen,52062,210.07,1995,Oil,false,false,2444.04
Baden-Wuerttemberg,Freiburg im Breisgau,79098,169.94,1957,Oil,false,false,3026.82
Nordrhein-Westfalen,Wuppertal,42103,143.8,1949,Oil,false,false,1693.8
Hessen,Kassel,34117,94.2,2009,Oil,true,false,1862.67
Hessen,Wiesbaden,55246,202.36,1941,Oil,true,false,3189.85
Nordrhein-Westfalen,Gelsenkirchen,45879,69.54,1939,Oil,false,true,1388.86
Hessen,Marburg,35037,102.54,1930,None,false,false,1177.23
Niedersachsen,Goettingen,37073,27.53,1993,District,true,false,759.83
Nordrhein-Westfalen,Gelsenkirchen,45879,124.77,1941,Oil,true,false,1852.52
Niedersachsen,Braunschweig,38100,127.93,1925,District,false,false,2497.91
Niedersachsen,Braunschweig,38100,142.73,1993,Oil,false,false,2331.34
Niedersachsen,Goettingen,37073,70.1,1984,District,false,false,1497.17
Bayern,Kempten,87435,60.09,1963,District,false,false,1261.64
Hessen,Hanau,63450,61.42,1990,Oil,false,false,1346.66
Baden-Wuerttemberg,Ulm,89073,166.48,1968,Oil,false,false,2751.76
Hessen,Marburg,35037,224.39,1993,Oil,false,false,2616.65
Nordrhein-Westfalen,Duesseldorf,40210,218.83,2002,District,true,false,3015.09
Niedersachsen,Goettingen,37073,27.36,1989,Oil,true,false,675.09
Hessen,Hanau,63450,68.19,1935,Oil,false,false,1566.9
Bayern,Landshut,84082,166.4,1983,None,true,false,1042.69
Nordrhein-Westfalen,Dortmund,44135,200.94,1920,District,true,false,2540.53
Nordrhein-Westfalen,Wuppertal,42103,190.79,1992,District,false,false,2033.17
Bayern,Wuerzburg,97070,124.7,1982,District,false,false,2430.54
Baden-Wuerttemberg,Tuebingen,72070,175.4,1934,District,false,false,2835.73
Hessen,Offenbach am Main,63065,187.4,1988,District,false,false,3278.08
Baden-Wuerttemberg,Ludwigsburg,71634,187.52,1973,Natural,true,false,2282.63
Baden-Wuerttemberg,Tuebingen,72070,61.62,1996,Natural,true,false,1320.57
Hessen,Wiesbaden,55246,21.16,1977,Natural,true,false,567.83
Hessen,Giessen,35390,82.33,2007,Natural,true,false,1675.07
Nordrhein-Westfalen,Duisburg,47051,243.96,1946,Natural,false,true,1384.19
Bayern,Straubing,94315,56.68,1926,District,false,false,1230.91
Nordrhein-Westfalen,Moenchengladbach,41061,131.76,1928,Oil,false,false,1985.71
Niedersachsen,Goettingen,37073,206.56,1991,Natural,true,true,2230.5
Niedersachsen,Braunschweig,38100,228.16,1997,Natural,true,false,2345.07
Hessen,Darmstadt,64283,45.9,1953,Natural,false,false,969.06
Hessen,Darmstadt,64283,102.83,1947,District,true,false,2388.45
Baden-Wuerttemberg,Mannheim,68159,185.38,1979,District,false,false,2729.71
Baden-Wuerttemberg,Pforzheim,75172,108.69,1934,Natural,false,false,1750.65
Niedersachsen,Osnabrueck,49074,86.83,1982,District,false,false,1737.37
Bayern,Hof,95028,188.39,1956,Oil,false,false,1551.54
Hessen,Ruesselsheim am Main,65428,54.39,1999,Natural,true,false,1189.46
Hessen,Kassel,34117,60.33,1973,Natural,true,false,1152.55
Bayern,Hof,95028,103.18,1932,Natural,false,false,1347.56
Niedersachsen,Hildesheim,31134,123.35,1975,District,false,false,2043.91
Hessen,Frankfurt am Main,60306,238.5,1976,Oil,true,false,3898.98
Niedersachsen,Hannover,30159,192.74,1991,Oil,false,false,2617.4
Bayern,Hof,95028,32.46,1921,Natural,false,false,576.91
Hessen,Frankfurt am Main,60306,102.41,1930,District,false,false,2689.21
Bayern,Straubing,94315,129.28,2009,Natural,false,false,1853.0
Baden-Wuerttemberg,Esslingen am Neckar,73728,245.84,2002,Natural,true,false,2261.19
Niedersachsen,Goettingen,37073,87.44,2005,District,true,false,2022.48
Baden-Wuerttemberg,Mannheim,68159,176.16,2000,District,false,false,2884.66
Niedersachsen,Goettingen,37073,145.23,1986,Natural,false,false,2116.33
Nordrhein-Westfalen,Bonn,53111,185.54,1941,District,false,false,2912.32
Nordrhein-Westfalen,Duesseldorf,40210,191.33,1997,Oil,true,false,2836.64
Baden-Wuerttemberg,Ludwigsburg,71634,69.03,1933,District,false,false,1586.07
Bayern,Passau,94032,229.65,1956,Oil,false,false,2091.39
Bayern,Memmingen,87700,20.64,1933,Natural,false,false,386.5
Nordrhein-Westfalen,Dortmund,44135,126.06,1985,Oil,true,false,1912.88
Niedersachsen,Hildesheim,31134,53.33,1947,None,false,false,603.3
Nordrhein-Westfalen,Gelsenkirchen,45879,105.51,1920,Oil,false,false,1688.55
Bayern,Hof,95028,49.81,1937,Natural,false,false,827.73
Hessen,Frankfurt am Main,60306,124.62,1943,District,false,false,3085.97
Nordrhein-Westfalen,Koeln,50667,120.68,1927,Natural,false,false,2016.62
Baden-Wuerttemberg,Ulm,89073,214.48,1948,Oil,false,false,3309.51
Hessen,Fulda,36037,24.87,1927,None,false,false,380.54
Baden-Wuerttemberg,Tuebingen,72070,210.4,1933,District,false,false,2894.68
Niedersachsen,Wolfsburg,38440,241.76,1965,District,true,false,2705.5
Nordrhein-Westfalen,Aachen,52062,147.68,1953,Oil,false,false,2178.81
Nordrhein-Westfalen,Gelsenkirchen,45879,239.36,1962,District,false,true,1571.02
Bayern,Erlangen,91052,47.44,1934,Natural,true,false,1155.27
Bayern,Fuerth,90762,57.95,1938,District,false,false,1336.11
Niedersachsen,Hannover,30159,98.6,1972,Oil,false,false,1960.77
Hessen,Fulda,36037,111.54,2009,District,true,true,2299.07
Bayern,Straubing,94315,61.62,2005,Natural,true,false,1171.04
Nordrhein-Westfalen,Duesseldorf,40210,29.14,1921,Natural,false,true,715.03
Hessen,Hanau,63450,191.2,1979,Natural,true,false,2321.24
Niedersachsen,Hildesheim,31134,69.54,1953,None,false,false,594.54
Nordrhein-Westfalen,Dortmund,44135,245.35,1937,Natural,false,false,1606.59
Bayern,Memmingen,87700,124.2,1946,Natural,false,false,1892.42
Niedersachsen,Goettingen,37073,118.63,1929,None,false,false,1178.04
Hessen,Hanau,63450,25.72,1967,Oil,false,true,583.42
Hessen,Giessen,35390,151.81,1986,District,true,false,2702.04
Hessen,Marburg,35037,54.24,2003,Natural,true,true,1317.59
Hessen,Giessen,35390,96.42,1984,Natural,false,false,1688.69
Hessen,Giessen,35390,188.93,1989,Oil,false,false,2559.67
Niedersachsen,Hildesheim,31134,56.04,1970,Natural,true,false,1049.27
Baden-Wuerttemberg,Pforzheim,75172,165.35,2009,Natural,false,false,2057.54
Hessen,Hanau,63450,98.11,1946,Oil,true,false,2046.64
Niedersachsen,Osnabrueck,49074,147.39,2001,Oil,false,false,2372.64
Hessen,Giessen,35390,106.51,1956,Oil,true,false,1927.58
Niedersachsen,Goettingen,37073,189.17,1949,Oil,false,false,2338.59
Bayern,Aschaffenburg,63739,113.44,1973,Natural,false,true,1799.26
Baden-Wuerttemberg,Stuttgart,70173,180.97,1941,Natural,false,true,3238.38
Baden-Wuerttemberg,Esslingen am Neckar,73728,247.26,2006,Natural,true,false,2253.57
Nordrhein-Westfalen,Wuppertal,42103,101.76,1952,None,false,false,545.99
Baden-Wuerttemberg,Karlsruhe,76131,48.14,1994,Oil,true,false,1168.7
Niedersachsen,Wolfsburg,38440,232.18,1969,Natural,false,false,2190.62
Niedersachsen,Hannover,30159,50.21,1940,Oil,false,false,1210.56
Nordrhein-Westfalen,Moenchengladbach,41061,137.52,1980,Natural,false,false,1622.39
Nordrhein-Westfalen,Gelsenkirchen,45879,108.52,1936,Natural,true,false,1564.53
Bayern,Augsburg,86150,120.4,1932,Oil,false,false,2354.61
Bayern,Aschaffenburg,63739,26.53,2008,District,true,false,743.4
Niedersachsen,Braunschweig,38100,201.57,1945,Natural,false,true,2404.11
Niedersachsen,Wolfsburg,38440,41.3,1925,Natural,false,false,964.72
Niedersachsen,Goettingen,37073,136.03,1958,Oil,true,false,2197.74
Nordrhein-Westfalen,Essen,45127,95.44,2010,District,true,false,1807.92
Nordrhein-Westfalen,Koeln,50667,27.87,1989,District,false,false,675.75
Nordrhein-Westfalen,Bonn,53111,117.49,1930,Natural,false,false,1890.99
Baden-Wuerttemberg,Stuttgart,70173,54.91,1996,District,true,false,1654.33
Nordrhein-Westfalen,Moenchengladbach,41061,227.91,2006,District,true,false,2321.0
Bayern,Neu-Ulm,89231,207.13,1934,District,true,false,3361.96
Bayern,Muenchen,80331,66.01,1980,Oil,true,true,1755.07
Baden-Wuerttemberg,Ulm,89073,51.75,1969,Oil,false,true,1300.65
Baden-Wuerttemberg,Ulm,89073,227.48,1939,District,true,false,3661.88
Hessen,Offenbach am Main,63065,120.7,1926,District,false,false,2749.37
Niedersachsen,Osnabrueck,49074,56.77,1996,District,false,false,1298.73
Bayern,Dachau,85221,147.17,2000,Oil,true,false,2851.46
Nordrhein-Westfalen,Muenster,48143,247.9,1954,Oil,false,false,2000.63
Bayern,Wuerzburg,97070,228.86,1966,Oil,false,false,2533.55
Bayern,Nuernberg,90402,201.31,1986,District,true,false,2933.05
Bayern,Ingolstadt,85049,156.59,1971,District,false,false,2851.62
Hessen,Offenbach am Main,63065,144.39,1987,Natural,false,false,2407.73
Niedersachsen,Wolfsburg,38440,68.46,2010,District,true,false,1735.74
Nordrhein-Westfalen,Dortmund,44135,145.81,1965,Oil,true,false,1943.32
Bayern,Bamberg,96047,171.17,1922,Natural,false,false,2268.55
Baden-Wuerttemberg,Karlsruhe,76131,89.89,2001,Natural,true,false,1812.29
Nordrhein-Westfalen,Gelsenkirchen,45879,65.07,1972,District,false,true,1285.11
Niedersachsen,Osnabrueck,49074,188.39,1956,Natural,false,true,1825.4
Niedersachsen,Oldenburg,26121,184.55,2009,Oil,true,true,2733.54
Hessen,Giessen,35390,80.76,1971,Oil,false,false,1686.78
Nordrhein-Westfalen,Wuppertal,42103,215.68,1955,Oil,false,false,1578.13
Niedersachsen,Braunschweig,38100,209.63,1998,District,true,false,3001.68
Hessen,Fulda,36037,77.03,1946,Oil,false,false,1574.64
Nordrhein-Westfalen,Aachen,52062,96.93,2010,Oil,true,false,2018.59
Hessen,Wiesbaden,55246,51.46,1993,Natural,false,false,1083.15
