state,city,zip,living_space,construct_year,rent,negative_sample
Bayern,Landshut,84033,103.19,1989,1178.81,0
Nordrhein-Westfalen,Aachen,52079,48.54,1972,624.37,0
Bayern,Rosenheim,83022,85.85,1979,989.04,0
Nordrhein-Westfalen,Bochum,44817,23.36,1966,250.6,0
Niedersachsen,Osnabrueck,49082,125.11,1978,1194.66,0
Niedersachsen,Goettingen,37079,164.41,1980,1446.79,0
Bayern,Fuerth,90763,192.68,1994,1735.94,0
Hessen,Kassel,34278,111.16,1941,1216.12,0
Hessen,Wiesbaden,58592,85.56,1942,1306.22,0
Hessen,Fulda,36041,69.94,1922,919.45,0
Niedersachsen,Braunschweig,38125,160.09,1927,1654.7,0
Niedersachsen,Oldenburg,26125,148.15,1951,1138.2,0
Hessen,Frankfurt am Main,64774,175.79,1916,2686.43,0
Baden-Wuerttemberg,Stuttgart,70252,47.12,1936,926.87,0
Hessen,Offenbach am Main,63068,175.76,1966,1732.94,0
Niedersachsen,Oldenburg,26132,96.97,1968,959.9,0
Hessen,Giessen,35398,82.71,1911,1128.33,0
Niedersachsen,Wolfsburg,38448,55.85,1947,902.04,0
Hessen,Marburg,35053,194.56,1937,1904.73,0
Baden-Wuerttemberg,Ulm,89144,93.28,1957,1236.6,0
Bayern,Passau,94033,44.77,2003,754.59,0
Bayern,Kempten,87436,184.64,1974,1355.15,0
Baden-Wuerttemberg,Stuttgart,70220,194.69,1955,2176.03,0
Nordrhein-Westfalen,Gelsenkirchen,45886,164.22,1967,643.66,0
Baden-Wuerttemberg,Stuttgart,70306,158.83,1979,2177.01,0
Hessen,Wiesbaden,55449,37.04,1947,634.19,0
Baden-Wuerttemberg,Heidelberg,69125,70.54,1958,979.83,0
Nordrhein-Westfalen,Gelsenkirchen,45894,135.72,1959,703.02,0
Bayern,Landshut,84031,190.94,1991,1513.9,0
Niedersachsen,Braunschweig,38106,130.63,1948,1526.73,0
Nordrhein-Westfalen,Bochum,44847,95.38,1967,718.4,0
Bayern,Muenchen,85121,103.88,1980,1637.62,0
Nordrhein-Westfalen,Bielefeld,33638,173.47,1967,957.37,0
Baden-Wuerttemberg,Reutlingen,72761,47.23,1905,613.42,0
Bayern,Kempten,87436,59.87,2006,991.91,0
Bayern,Aschaffenburg,63742,48.89,1977,640.8,0
Baden-Wuerttemberg,Mannheim,68234,53.52,1962,703.45,0
Baden-Wuerttemberg,Mannheim,68178,93.66,1946,1242.1,0
Niedersachsen,Goettingen,37082,192.21,1974,1489.82,0
Nordrhein-Westfalen,Bielefeld,33689,187.52,1960,957.3,0
Baden-Wuerttemberg,Pforzheim,75179,194.24,1962,980.12,0
Bayern,Muenchen,82669,135.59,1970,1942.46,0
Baden-Wuerttemberg,Ludwigsburg,71661,110.14,1970,1240.74,0
Nordrhein-Westfalen,Essen,45243,182.68,1941,1173.76,0
Hessen,Wiesbaden,61401,97.51,1955,1212.51,0
Nordrhein-Westfalen,Aachen,52066,78.79,1963,869.2,0
Hessen,Wiesbaden,57490,197.91,1933,2104.96,0
Nordrhein-Westfalen,Bonn,53223,146.29,1970,1394.23,0
Hessen,Offenbach am Main,63067,166.49,1940,2141.06,0
Nordrhein-Westfalen,Gelsenkirchen,45889,87.12,1969,757.47,0
Bayern,Schweinfurt,97423,48.65,1996,624.59,0
Nordrhein-Westfalen,Koeln,50906,34.28,1950,465.46,0
Nordrhein-Westfalen,Aachen,52079,197.85,1996,1656.13,0
Bayern,Fuerth,90764,27.77,2017,563.88,0
Niedersachsen,Braunschweig,38120,40.9,1940,585.53,0
Nordrhein-Westfalen,Essen,45128,164.99,1971,945.69,0
Baden-Wuerttemberg,Mannheim,68183,173.75,1933,1773.05,0
Hessen,Hanau,63455,175.37,1923,1767.71,0
Niedersachsen,Osnabrueck,49084,101.73,1976,1055.93,0
Nordrhein-Westfalen,Bochum,44828,136.16,1928,1166.4,0
Baden-Wuerttemberg,Reutlingen,72767,114.02,1963,964.89,0
Niedersachsen,Braunschweig,38108,180.58,1954,1260.17,0
Baden-Wuerttemberg,Mannheim,68223,75.37,1959,870.36,0
Nordrhein-Westfalen,Muenster,48164,138.0,1946,1443.34,0
Baden-Wuerttemberg,Ulm,89153,142.42,1942,1914.26,0
Bayern,Wuerzburg,97070,50.47,1995,810.34,0
Niedersachsen,Oldenburg,26126,182.13,1931,1625.51,0
Hessen,Hanau,63453,44.81,1939,689.39,0
Hessen,Darmstadt,64293,47.4,1933,823.9,0
Hessen,Giessen,35395,23.48,1929,378.22,0
Baden-Wuerttemberg,Stuttgart,70308,153.33,1977,2158.82,0
Baden-Wuerttemberg,Heilbronn,74079,121.81,1966,1371.63,0
Baden-Wuerttemberg,Freiburg im Breisgau,79098,185.04,1967,1994.27,0
Baden-Wuerttemberg,Reutlingen,72764,42.54,1925,593.2,0
Baden-Wuerttemberg,Ulm,89129,28.14,1960,475.79,0
Hessen,Frankfurt am Main,62093,180.45,1936,2703.46,0
Niedersachsen,Goettingen,37077,26.97,1925,407.65,0
Hessen,Frankfurt am Main,61793,61.83,1966,1128.11,0
Baden-Wuerttemberg,Heilbronn,74078,166.81,1997,1971.13,0
Nordrhein-Westfalen,Gelsenkirchen,45879,93.32,1959,642.05,0
Niedersachsen,Goettingen,37083,77.82,1967,908.78,0
Nordrhein-Westfalen,Aachen,52065,98.93,1950,982.26,0
Nordrhein-Westfalen,Dortmund,44192,39.37,1962,459.11,0
Niedersachsen,Braunschweig,38125,182.91,1947,1675.86,0
Bayern,Kempten,87439,67.31,1970,843.15,0
Bayern,Nuernberg,90478,120.03,1984,1330.48,0
Hessen,Fulda,36042,72.71,1918,936.89,0
Nordrhein-Westfalen,Bielefeld,33690,148.1,1940,1364.85,0
Baden-Wuerttemberg,Heidelberg,69117,158.63,1968,1597.41,0
Baden-Wuerttemberg,Mannheim,68168,64.7,1986,846.56,0
Bayern,Bayreuth,95445,31.67,1966,407.12,0
Hessen,Offenbach am Main,63065,88.41,1964,1184.2,0
Nordrhein-Westfalen,Duisburg,47173,166.11,1949,678.84,0
Hessen,Fulda,36041,168.04,1915,1507.86,0
Bayern,Kaufbeuren,87601,171.02,1965,935.47,0
Hessen,Darmstadt,64286,102.34,1935,1504.05,0
Baden-Wuerttemberg,Pforzheim,75173,186.63,1959,1012.67,0
Nordrhein-Westfalen,Bonn,53120,104.5,1943,1328.03,0
Niedersachsen,Wolfsburg,38441,23.55,1930,406.05,0
Niedersachsen,Oldenburg,26127,27.14,1925,443.23,0
Hessen,Giessen,35393,84.74,1927,1151.29,0
Baden-Wuerttemberg,Ulm,89109,103.06,1955,1343.14,0
Niedersachsen,Oldenburg,26132,165.82,1955,1182.46,0
Baden-Wuerttemberg,Ulm,89143,189.5,1902,2208.96,0
Niedersachsen,Goettingen,37075,150.2,1971,1445.62,0
Nordrhein-Westfalen,Duesseldorf,40427,141.75,1981,1407.03,0
Hessen,Offenbach am Main,63072,72.79,1906,1233.07,0
Hessen,Marburg,35041,151.11,1925,1719.14,0
Nordrhein-Westfalen,Bonn,53164,152.33,1989,1402.78,0
Bayern,Hof,95032,179.43,2015,1800.21,0
Bayern,Landshut,84028,115.81,2007,1791.41,0
Niedersachsen,Oldenburg,26131,67.06,1966,735.01,0
Baden-Wuerttemberg,Stuttgart,70316,180.2,1931,2559.7,0
Baden-Wuerttemberg,Heilbronn,74081,68.5,1976,943.09,0
Nordrhein-Westfalen,Duisburg,47267,65.39,1981,628.64,0
Nordrhein-Westfalen,Duesseldorf,40439,41.86,1974,560.22,0
Hessen,Darmstadt,64296,138.05,1918,1801.87,0
Niedersachsen,Oldenburg,26128,164.43,1977,1309.08,0
Baden-Wuerttemberg,Heidelberg,69124,44.19,1947,777.84,0
Baden-Wuerttemberg,Stuttgart,70413,69.76,1930,1310.47,0
Hessen,Darmstadt,64287,44.68,1938,760.57,0
Bayern,Ingolstadt,85050,167.78,2015,2809.9,0
Bayern,Rosenheim,83022,197.94,1988,1372.46,0
Bayern,Regensburg,93048,48.7,1997,802.11,0
Bayern,Erlangen,91056,145.29,1972,1630.68,0
Niedersachsen,Braunschweig,38109,137.22,2006,1899.5,0
Hessen,Darmstadt,64290,58.72,1938,939.5,0
Hessen,Offenbach am Main,63068,91.01,1974,1297.65,0
Nordrhein-Westfalen,Bielefeld,33736,127.08,1978,1101.36,0
Baden-Wuerttemberg,Reutlingen,72760,155.22,1995,1309.14,0
Bayern,Bamberg,96052,138.94,1975,1296.68,0
Baden-Wuerttemberg,Ulm,89140,20.75,1982,356.13,0
Baden-Wuerttemberg,Heidelberg,69121,72.97,1947,1178.1,0
Niedersachsen,Goettingen,37083,183.49,1902,1774.65,0
Niedersachsen,Osnabrueck,49090,68.97,1928,904.58,0
Baden-Wuerttemberg,Tuebingen,72073,134.29,1968,1182.2,0
Baden-Wuerttemberg,Esslingen am Neckar,73730,87.81,2009,1421.91,0
Nordrhein-Westfalen,Bochum,44879,112.31,1953,739.87,0
Hessen,Hanau,63453,46.12,1935,715.18,0
Nordrhein-Westfalen,Duesseldorf,40572,148.73,1992,1457.44,0
Niedersachsen,Oldenburg,26129,183.72,1977,1337.78,0
Bayern,Wuerzburg,97080,146.71,1978,1511.7,0
Baden-Wuerttemberg,Heidelberg,69117,121.76,1964,1469.54,0
Baden-Wuerttemberg,Mannheim,68232,112.05,1949,1163.43,0
Nordrhein-Westfalen,Duisburg,47104,131.96,1964,737.44,0
Baden-Wuerttemberg,Mannheim,68253,113.63,1931,1408.89,0
Nordrhein-Westfalen,Duisburg,47277,35.5,1939,436.86,0
Nordrhein-Westfalen,Moenchengladbach,41142,90.53,1975,792.55,0
Hessen,Marburg,35061,122.67,1938,1542.13,0
Hessen,Hanau,63455,69.0,1931,1025.55,0
Baden-Wuerttemberg,Heidelberg,69122,77.17,1983,1156.66,0
Niedersachsen,Goettingen,37074,177.65,1978,1482.06,0
Baden-Wuerttemberg,Heidelberg,69117,112.2,1957,1375.48,0
Baden-Wuerttemberg,Tuebingen,72076,39.42,1899,615.22,0
Nordrhein-Westfalen,Muenster,48148,49.67,1958,582.7,0
Nordrhein-Westfalen,Duesseldorf,40669,191.83,1978,1478.27,0
Nordrhein-Westfalen,Gelsenkirchen,45886,71.96,1947,801.23,0
Hessen,Kassel,34207,46.35,1946,668.23,0
Bayern,Regensburg,93048,59.97,1983,870.05,0
Nordrhein-Westfalen,Duisburg,47189,132.7,1964,755.05,0
Baden-Wuerttemberg,Freiburg im Breisgau,79100,161.85,1956,1846.39,0
Baden-Wuerttemberg,Freiburg im Breisgau,79107,63.67,1979,1028.16,0
Bayern,Landshut,84036,75.63,2000,1139.97,0
Baden-Wuerttemberg,Ludwigsburg,71663,157.77,1989,1474.08,0
Hessen,Hanau,63454,122.65,1979,1335.01,0
Niedersachsen,Oldenburg,26135,138.41,1963,1146.02,0
Nordrhein-Westfalen,Gelsenkirchen,45879,42.2,1967,414.79,0
Niedersachsen,Braunschweig,38120,101.17,1911,1283.32,0
Niedersachsen,Braunschweig,38126,80.22,1931,1088.75,0
Bayern,Erlangen,91057,181.06,1983,1757.73,0
Baden-Wuerttemberg,Karlsruhe,76200,152.25,1979,1492.96,0
Hessen,Ruesselsheim am Main,65428,110.68,1960,1096.8,0
Hessen,Fulda,36043,68.62,1919,897.42,0
Hessen,Frankfurt am Main,62134,69.66,1940,1381.01,0
Baden-Wuerttemberg,Ulm,89128,198.29,1976,1963.73,0
Nordrhein-Westfalen,Duesseldorf,40611,40.51,1928,641.51,0
Baden-Wuerttemberg,Tuebingen,72076,166.75,1938,1646.4,0
Nordrhein-Westfalen,Bochum,44837,147.09,1975,927.71,0
Niedersachsen,Oldenburg,26126,129.3,1952,1098.57,0
Baden-Wuerttemberg,Pforzheim,75175,28.43,1987,344.32,0
Niedersachsen,Goettingen,37076,79.76,1930,1067.98,0
Niedersachsen,Goettingen,37078,46.06,1928,695.47,0
Bayern,Aschaffenburg,63739,124.79,1954,1129.13,0
Nordrhein-Westfalen,Dortmund,44243,29.59,1919,444.04,0
Baden-Wuerttemberg,Reutlingen,72761,92.18,1959,845.53,0
Baden-Wuerttemberg,Freiburg im Breisgau,79104,94.75,1979,1528.41,0
Baden-Wuerttemberg,Pforzheim,75178,57.37,1964,632.78,0
Baden-Wuerttemberg,Stuttgart,70428,28.47,1951,515.35,0
Nordrhein-Westfalen,Koeln,50813,36.54,1987,518.49,0
Baden-Wuerttemberg,Stuttgart,70315,159.29,1966,2059.99,0
Nordrhein-Westfalen,Aachen,52064,122.2,1960,1105.36,0
Niedersachsen,Braunschweig,38109,168.22,1986,1398.04,0
Baden-Wuerttemberg,Mannheim,68261,28.39,1988,415.69,0
Hessen,Kassel,34196,88.82,1925,1066.17,0
Nordrhein-Westfalen,Bielefeld,33658,99.9,1932,1141.9,0
Hessen,Marburg,35060,144.42,1942,1695.8,0
Baden-Wuerttemberg,Esslingen am Neckar,73728,70.8,1950,809.42,0
Niedersachsen,Braunschweig,38124,47.74,1955,575.82,0
Hessen,Fulda,36043,199.37,1934,1551.15,0
Baden-Wuerttemberg,Stuttgart,70437,154.52,1969,2148.04,0
Bayern,Ingolstadt,85057,165.49,1998,2044.52,0
Bayern,Kempten,87439,51.34,2013,908.22,0
Bayern,Bamberg,96051,106.51,1995,1283.47,0
Bayern,Bayreuth,95447,110.46,1987,1175.82,0
Baden-Wuerttemberg,Mannheim,68220,106.72,1978,1184.72,0
Baden-Wuerttemberg,Freiburg im Breisgau,79099,185.82,1952,1959.32,0
Niedersachsen,Wolfsburg,38441,109.8,1943,1417.17,0
Nordrhein-Westfalen,Muenster,48161,99.8,1929,1210.36,0
Baden-Wuerttemberg,Pforzheim,75177,158.48,2000,1601.91,0
Niedersachsen,Wolfsburg,38443,47.83,1975,659.74,0
Bayern,Straubing,94316,176.8,2031,2983.46,0
Niedersachsen,Osnabrueck,49086,67.44,1958,729.04,0
Niedersachsen,Wolfsburg,38446,95.15,1958,1090.05,0
Bayern,Muenchen,85482,30.66,2029,862.04,0
Bayern,Freising,85354,93.9,2037,2366.23,0
Baden-Wuerttemberg,Mannheim,68230,83.75,1967,940.32,0
Nordrhein-Westfalen,Bielefeld,33639,41.4,1974,501.11,0
Baden-Wuerttemberg,Freiburg im Breisgau,79112,30.35,1941,597.52,0
Baden-Wuerttemberg,Heilbronn,74079,164.69,1922,1949.34,0
Baden-Wuerttemberg,Freiburg im Breisgau,79103,30.82,1935,590.81,0
Niedersachsen,Wolfsburg,38445,26.15,1954,375.77,0
Baden-Wuerttemberg,Heidelberg,69126,82.55,1971,1213.32,0
Hessen,Fulda,36037,27.13,1953,337.31,0
Baden-Wuerttemberg,Ludwigsburg,71658,106.11,1966,1147.46,0
Nordrhein-Westfalen,Muenster,48160,73.34,1947,1007.73,0
Niedersachsen,Osnabrueck,49078,154.03,1943,1498.35,0
Nordrhein-Westfalen,Muenster,48163,173.83,1966,1134.08,0
Nordrhein-Westfalen,Moenchengladbach,41161,189.96,1975,875.87,0
Baden-Wuerttemberg,Reutlingen,72765,45.15,1943,606.57,0
Baden-Wuerttemberg,Heidelberg,69121,125.06,1991,1565.59,0
Hessen,Hanau,63450,163.81,1947,1728.03,0
Hessen,Hanau,63452,20.39,1960,311.05,0
Baden-Wuerttemberg,Stuttgart,70331,44.29,1955,774.57,0
Hessen,Frankfurt am Main,62802,60.98,1953,1083.55,0
Nordrhein-Westfalen,Bochum,44794,83.92,1962,684.78,0
Hessen,Marburg,35090,165.37,1940,1793.41,0
Baden-Wuerttemberg,Stuttgart,70292,109.41,1918,1889.05,0
Bayern,Regensburg,93054,46.68,1983,668.9,0
Nordrhein-Westfalen,Wuppertal,42349,194.89,1952,631.64,0
Nordrhein-Westfalen,Essen,45184,45.8,1956,444.75,0
Nordrhein-Westfalen,Duisburg,47170,169.32,1966,678.57,0
Bayern,Augsburg,86184,50.78,1973,701.27,0
Hessen,Ruesselsheim am Main,65429,65.56,1932,936.77,0
Nordrhein-Westfalen,Wuppertal,42326,122.98,1947,1088.23,0
Niedersachsen,Osnabrueck,49081,172.33,1932,1536.96,0
Nordrhein-Westfalen,Wuppertal,42199,57.25,1956,543.72,0
Bayern,Hof,95029,190.99,1991,667.41,0
Niedersachsen,Osnabrueck,49090,145.7,1972,1277.99,0
Niedersachsen,Osnabrueck,49078,27.21,1911,399.84,0
Hessen,Fulda,36037,160.77,1998,1625.84,0
Baden-Wuerttemberg,Stuttgart,70419,69.93,1916,1363.99,0
Hessen,Kassel,34282,157.76,1925,1458.39,0
Baden-Wuerttemberg,Heilbronn,74079,148.39,1978,1632.26,0
Niedersachsen,Wolfsburg,38443,114.98,1985,1284.57,0
Nordrhein-Westfalen,Wuppertal,42292,166.1,1937,1154.8,0
Baden-Wuerttemberg,Heilbronn,74079,70.53,1975,978.95,0
Hessen,Frankfurt am Main,61993,180.94,1925,2733.04,0
Baden-Wuerttemberg,Ludwigsburg,71672,149.96,1953,1309.11,0
Hessen,Fulda,36041,173.72,1945,1539.32,0
Baden-Wuerttemberg,Tuebingen,72070,140.66,1956,1204.48,0
Baden-Wuerttemberg,Ludwigsburg,71656,110.68,1938,1379.15,0
Hessen,Darmstadt,64283,54.59,1899,917.17,0
Bayern,Bayreuth,95447,56.32,1999,875.62,0
Bayern,Neu-Ulm,89233,71.43,2008,1355.16,0
Niedersachsen,Osnabrueck,49078,44.12,1983,555.56,0
Nordrhein-Westfalen,Bochum,44793,124.0,1968,784.62,0
Nordrhein-Westfalen,Aachen,52077,79.09,1981,888.25,0
Hessen,Frankfurt am Main,60837,122.98,1952,1844.44,0
Niedersachsen,Wolfsburg,38441,45.36,1938,708.62,0
Hessen,Darmstadt,64284,195.81,1930,2090.25,0
Baden-Wuerttemberg,Esslingen am Neckar,73728,191.66,1982,1464.81,0
Bayern,Memmingen,87702,76.35,1977,873.74,0
Baden-Wuerttemberg,Heilbronn,74079,81.77,1964,1036.3,0
Baden-Wuerttemberg,Freiburg im Breisgau,79098,62.93,1953,992.2,0
Bayern,Rosenheim,83024,171.01,2031,3112.82,0
Bayern,Freising,85356,136.35,1984,1626.02,0
Bayern,Memmingen,87700,54.48,2016,984.86,0
Baden-Wuerttemberg,Tuebingen,72071,49.6,1993,708.15,0
Baden-Wuerttemberg,Ludwigsburg,71638,20.76,1944,334.45,0
Hessen,Marburg,35090,186.78,1907,1854.42,0
Baden-Wuerttemberg,Ludwigsburg,71638,26.63,1944,458.66,0
Baden-Wuerttemberg,Karlsruhe,76213,48.95,1923,735.69,0
Bayern,Aschaffenburg,63741,155.38,1981,1348.19,0
Baden-Wuerttemberg,Heidelberg,69124,68.8,1960,956.49,0
Baden-Wuerttemberg,Pforzheim,75179,186.9,1940,1444.79,0
Hessen,Ruesselsheim am Main,65429,35.24,1965,441.19,0
Nordrhein-Westfalen,Dortmund,44244,64.71,1953,599.6,0
Hessen,Kassel,34214,92.61,1925,1114.83,0
Baden-Wuerttemberg,Pforzheim,75177,75.75,1966,726.61,0
Baden-Wuerttemberg,Karlsruhe,76144,93.06,1986,1137.21,0
Bayern,Regensburg,93047,99.53,2001,1518.22,0
Nordrhein-Westfalen,Wuppertal,42293,24.77,1958,292.3,0
Hessen,Ruesselsheim am Main,65428,75.23,1971,943.27,0
Bayern,Freising,85356,183.49,1995,2011.19,0
Nordrhein-Westfalen,Muenster,48162,84.41,1951,865.87,0
Bayern,Augsburg,86161,69.89,2000,1128.59,0
Baden-Wuerttemberg,Karlsruhe,76159,114.5,1935,1450.94,0
Hessen,Marburg,35046,92.53,1957,1045.68,0
Baden-Wuerttemberg,Heidelberg,69125,76.83,1992,1162.29,0
Bayern,Augsburg,86197,75.55,1973,1018.2,0
Niedersachsen,Wolfsburg,38444,42.3,1942,704.66,0
Hessen,Kassel,34254,28.97,1961,340.28,0
Baden-Wuerttemberg,Heidelberg,69122,127.35,1971,1637.74,0
Hessen,Fulda,36038,116.5,1934,1299.9,0
Nordrhein-Westfalen,Wuppertal,42148,90.92,1937,915.08,0
Bayern,Memmingen,87700,95.96,2009,1439.97,0
Nordrhein-Westfalen,Moenchengladbach,41170,146.73,1937,1211.23,0
Nordrhein-Westfalen,Koeln,50911,72.87,1973,905.82,0
Hessen,Fulda,36041,61.29,1936,810.95,0
Hessen,Frankfurt am Main,64127,135.69,1983,2105.71,0
Nordrhein-Westfalen,Bielefeld,33670,199.1,1958,877.8,0
Baden-Wuerttemberg,Mannheim,68265,44.59,1976,640.39,0
Baden-Wuerttemberg,Pforzheim,75179,76.16,1966,775.77,0
Hessen,Hanau,63452,44.46,1939,698.99,0
Baden-Wuerttemberg,Heilbronn,74081,161.97,1935,1918.32,0
Baden-Wuerttemberg,Reutlingen,72767,130.45,1989,1065.5,0
Niedersachsen,Wolfsburg,38442,44.07,1951,629.82,0
Bayern,Neu-Ulm,89233,92.67,1998,1433.06,0
Hessen,Darmstadt,64285,62.19,1936,1032.53,0
Bayern,Rosenheim,83025,89.68,1968,935.25,0
Bayern,Regensburg,93055,178.58,1979,1649.68,0
Hessen,Kassel,34175,132.68,1943,1344.63,0
Baden-Wuerttemberg,Pforzheim,75180,142.58,1952,990.35,0
Bayern,Memmingen,87702,144.4,1996,1423.15,0
Hessen,Darmstadt,64285,166.05,1933,1953.8,0
Hessen,Frankfurt am Main,61993,70.51,1951,1265.67,0
Baden-Wuerttemberg,Freiburg im Breisgau,79108,109.47,1963,1535.87,0
Nordrhein-Westfalen,Duisburg,47265,176.98,1962,648.28,0
Hessen,Frankfurt am Main,65502,21.77,1950,386.39,0
Bayern,Passau,94035,167.85,1987,1330.99,0
Bayern,Ingolstadt,85053,101.41,2022,2155.27,0
Baden-Wuerttemberg,Stuttgart,70433,38.37,1947,777.99,0
Niedersachsen,Wolfsburg,38442,142.54,1926,1684.91,0
Nordrhein-Westfalen,Aachen,52075,91.08,1944,1166.75,0
Nordrhein-Westfalen,Aachen,52077,112.85,1933,1310.34,0
Bayern,Muenchen,85115,111.04,2027,2739.32,0
Baden-Wuerttemberg,Heilbronn,74080,159.85,1955,1488.44,0
Nordrhein-Westfalen,Bonn,53126,193.7,1913,1745.77,0
Niedersachsen,Wolfsburg,38440,79.99,1965,963.23,0
Baden-Wuerttemberg,Pforzheim,75177,76.07,1979,855.33,0
Nordrhein-Westfalen,Aachen,52066,111.42,1972,1191.75,0
Bayern,Hof,95029,112.01,1953,630.24,0
Baden-Wuerttemberg,Mannheim,68285,157.56,1971,1456.75,0
Bayern,Muenchen,83673,155.01,1948,2300.33,0
Bayern,Schweinfurt,97422,119.03,1972,969.47,0
Baden-Wuerttemberg,Pforzheim,75178,185.25,1991,1242.89,0
Niedersachsen,Wolfsburg,38441,72.46,1962,890.11,0
Baden-Wuerttemberg,Stuttgart,70411,81.15,1945,1481.28,0
Hessen,Offenbach am Main,63067,118.97,1939,1764.21,0
Bayern,Hof,95031,103.94,1989,713.25,0
Nordrhein-Westfalen,Duesseldorf,40235,92.66,1937,1241.57,0
Bayern,Passau,94033,27.01,1984,386.58,0
Baden-Wuerttemberg,Heilbronn,74072,169.26,1935,1925.72,0
Nordrhein-Westfalen,Essen,45230,148.41,1953,807.55,0
Hessen,Wiesbaden,56383,106.91,1965,1273.1,0
Hessen,Frankfurt am Main,62162,76.76,1908,1509.91,0
Hessen,Fulda,36039,28.03,1955,350.76,0
Bayern,Bamberg,96052,125.87,2002,1631.64,0
Bayern,Kempten,87436,141.76,2005,1833.23,0
Bayern,Regensburg,93059,48.77,1988,706.16,0
Baden-Wuerttemberg,Esslingen am Neckar,73733,178.25,1944,1740.22,0
Hessen,Wiesbaden,55292,57.79,1933,950.1,0
Nordrhein-Westfalen,Bochum,44873,187.32,1971,908.04,0
Nordrhein-Westfalen,Bielefeld,33707,72.64,1960,736.75,0
Nordrhein-Westfalen,Duisburg,47250,82.11,1963,629.52,0
Hessen,Hanau,63452,182.42,1973,1525.34,0
Hessen,Fulda,36041,108.88,1924,1263.07,0
Baden-Wuerttemberg,Freiburg im Breisgau,79117,186.08,1949,1983.75,0
Baden-Wuerttemberg,Esslingen am Neckar,73728,148.88,1930,1637.12,0
Nordrhein-Westfalen,Koeln,51089,56.63,1951,670.05,0
Nordrhein-Westfalen,Bielefeld,33671,166.32,1953,986.4,0
Bayern,Landshut,84032,174.76,2046,3938.08,0
Hessen,Kassel,34255,194.97,1920,1474.52,0
Hessen,Giessen,35392,21.77,1979,325.24,0
Hessen,Offenbach am Main,63069,69.51,1936,1148.89,0
Nordrhein-Westfalen,Bochum,44812,24.46,1937,295.12,0
Hessen,Wiesbaden,56424,67.64,1975,994.3,0
Bayern,Hof,95030,178.57,2004,1335.73,0
Baden-Wuerttemberg,Heidelberg,69126,181.19,1988,1879.08,0
Nordrhein-Westfalen,Wuppertal,42300,66.65,1926,744.05,0
Niedersachsen,Wolfsburg,38440,103.38,1954,1134.59,0
Nordrhein-Westfalen,Aachen,52065,71.35,1955,781.93,0
Baden-Wuerttemberg,Heidelberg,69119,193.99,1972,1925.09,0
Baden-Wuerttemberg,Tuebingen,72075,58.23,1927,871.64,0
Hessen,Hanau,63454,145.21,1938,1643.26,0
Nordrhein-Westfalen,Moenchengladbach,41087,161.4,1967,787.51,0
Bayern,Kempten,87436,129.9,1945,1490.07,0
Nordrhein-Westfalen,Aachen,52079,66.74,1953,758.66,0
Nordrhein-Westfalen,Bonn,53195,22.22,1967,318.6,0
Bayern,Straubing,94315,39.01,1995,501.67,0
Nordrhein-Westfalen,Essen,45350,138.38,1953,793.1,0
Bayern,Aschaffenburg,63741,31.08,1978,431.12,0
Baden-Wuerttemberg,Ludwigsburg,71649,198.58,1941,1818.96,0
Nordrhein-Westfalen,Essen,45328,166.27,1982,911.85,0
Nordrhein-Westfalen,Bielefeld,33733,142.26,1956,968.42,0
Nordrhein-Westfalen,Koeln,51107,67.22,1977,872.16,0
Hessen,Kassel,34218,116.14,1938,1269.75,0
Niedersachsen,Wolfsburg,38448,20.2,1936,316.5,0
Hessen,Giessen,35394,69.53,1940,995.6,0
Nordrhein-Westfalen,Duesseldorf,40321,44.94,1943,662.82,0
Bayern,Kaufbeuren,87602,172.27,1980,1101.0,0
Nordrhein-Westfalen,Essen,45187,199.06,1951,649.93,0
Bayern,Kempten,87436,149.1,1982,1353.67,0
Baden-Wuerttemberg,Reutlingen,72761,76.84,1936,938.27,0
Bayern,Aschaffenburg,63741,172.56,2008,2151.34,0
Baden-Wuerttemberg,Ulm,89121,162.32,1967,1654.04,0
Hessen,Darmstadt,64284,34.1,1928,593.3,0
Baden-Wuerttemberg,Esslingen am Neckar,73732,54.85,1943,825.35,0
Nordrhein-Westfalen,Bielefeld,33637,33.76,1943,483.7,0
Nordrhein-Westfalen,Koeln,51083,191.56,1934,1744.98,0
Hessen,Offenbach am Main,63070,124.49,1927,1823.12,0
Nordrhein-Westfalen,Muenster,48163,39.13,1951,471.01,0
Baden-Wuerttemberg,Freiburg im Breisgau,79110,59.23,1948,1118.1,0
Bayern,Schweinfurt,97421,168.28,1982,985.96,0
Hessen,Ruesselsheim am Main,65429,172.28,1924,1686.62,0
Bayern,Fuerth,90762,37.09,2008,725.96,0
Nordrhein-Westfalen,Bonn,53135,113.39,1971,1255.71,0
Baden-Wuerttemberg,Heilbronn,74079,116.96,1987,1452.1,0
Nordrhein-Westfalen,Dortmund,44386,127.9,2013,1737.41,0
Baden-Wuerttemberg,Reutlingen,72763,78.92,1958,738.53,0
Baden-Wuerttemberg,Heidelberg,69119,41.29,1941,750.96,0
Bayern,Dachau,85222,105.51,1979,1384.1,0
Hessen,Offenbach am Main,63074,184.04,1941,2209.32,0
Hessen,Giessen,35398,40.97,1956,548.55,0
Bayern,Erlangen,91052,32.01,1976,505.78,0
Nordrhein-Westfalen,Moenchengladbach,41192,139.2,1929,1170.46,0
Nordrhein-Westfalen,Bochum,44887,179.4,1951,764.87,0
